Date, MaxTemperature, MinTemperature, AvgTemperature
6/11/2014,72,63,67.5
6/12/2014,81,60,70.5
6/13/2014,74,54,64
6/14/2014,76,51,63.5
6/15/2014,84,54,69
6/16/2014,87,70,78.5
6/17/2014,89,72,80.5
6/18/2014,88,69,78.5
6/19/2014,91,70,80.5
6/20/2014,87,69,78
6/21/2014,88,67,77.5
6/22/2014,86,64,75
6/23/2014,88,67,77.5
6/24/2014,82,67,74.5
6/25/2014,85,65,75
6/26/2014,85,66,75.5
6/27/2014,87,65,76
6/28/2014,85,68,76.5
6/29/2014,83,71,77
6/30/2014,87,66,76.5
7/1/2014,84,66,75
7/2/2014,71,60,65.5
7/3/2014,75,59,67
7/4/2014,79,54,66.5
7/5/2014,79,58,68.5
7/6/2014,84,62,73
7/7/2014,87,71,79
7/8/2014,82,65,73.5
7/9/2014,80,62,71
7/10/2014,80,59,69.5
7/11/2014,83,58,70.5
7/12/2014,84,68,76
7/13/2014,84,70,77
7/14/2014,85,62,73.5
7/15/2014,70,53,61.5
7/16/2014,74,53,63.5
7/17/2014,77,53,65
7/18/2014,77,59,68
7/19/2014,78,56,67
7/20/2014,79,58,68.5
7/21/2014,84,60,72
7/22/2014,87,62,74.5
7/23/2014,77,59,68
7/24/2014,77,55,66
7/25/2014,73,54,63.5
7/26/2014,85,66,75.5
7/27/2014,85,64,74.5
7/28/2014,72,56,64
7/29/2014,77,55,66
7/30/2014,81,58,69.5
7/31/2014,81,59,70
8/1/2014,81,61,71
8/2/2014,81,59,70
8/3/2014,84,60,72
8/4/2014,85,61,73
8/5/2014,83,65,74
8/6/2014,77,65,71
8/7/2014,74,62,68
8/8/2014,75,65,70
8/9/2014,78,65,71.5
8/10/2014,80,67,73.5
8/11/2014,83,65,74
8/12/2014,72,61,66.5
8/13/2014,80,56,68
8/14/2014,81,56,68.5
8/15/2014,73,51,62
8/16/2014,77,63,70
8/17/2014,80,65,72.5
8/18/2014,83,64,73.5
8/19/2014,85,63,74
8/20/2014,80,64,72
8/21/2014,89,70,79.5
8/22/2014,84,71,77.5
8/23/2014,87,70,78.5
8/24/2014,89,68,78.5
8/25/2014,94,68,81
8/26/2014,91,66,78.5
8/27/2014,87,67,77
8/28/2014,85,64,74.5
8/29/2014,89,69,79
8/30/2014,85,71,78
8/31/2014,85,70,77.5
9/1/2014,83,69,76
9/2/2014,80,67,73.5
9/3/2014,85,62,73.5
9/4/2014,88,65,76.5
9/5/2014,94,63,78.5
9/6/2014,74,55,64.5
9/7/2014,78,50,64
9/8/2014,81,54,67.5
9/9/2014,71,58,64.5
9/10/2014,78,64,71
9/11/2014,64,51,57.5
9/12/2014,60,46,53
9/13/2014,62,40,51
9/14/2014,70,42,56
9/15/2014,59,47,53
9/16/2014,70,48,59
9/17/2014,70,45,57.5
9/18/2014,74,48,61
9/19/2014,77,50,63.5
9/20/2014,83,52,67.5
9/21/2014,71,55,63
9/22/2014,70,49,59.5
9/23/2014,75,45,60
9/24/2014,77,50,63.5
9/25/2014,80,52,66
9/26/2014,82,53,67.5
9/27/2014,83,58,70.5
9/28/2014,84,54,69
9/29/2014,84,55,69.5
9/30/2014,71,50,60.5
10/1/2014,83,48,65.5
10/2/2014,76,64,70
10/3/2014,65,44,54.5
10/4/2014,49,37,43
10/5/2014,63,36,49.5
10/6/2014,67,42,54.5
10/7/2014,71,46,58.5
10/8/2014,69,43,56
10/9/2014,61,49,55
10/10/2014,55,46,50.5
10/11/2014,61,41,51
10/12/2014,59,39,49
10/13/2014,71,58,64.5
10/14/2014,64,54,59
10/15/2014,54,52,53
10/16/2014,58,49,53.5
10/17/2014,63,48,55.5
10/18/2014,53,45,49
10/19/2014,57,35,46
10/20/2014,69,46,57.5
10/21/2014,60,44,52
10/22/2014,61,36,48.5
10/23/2014,61,34,47.5
10/24/2014,70,45,57.5
10/25/2014,77,50,63.5
10/26/2014,71,43,57
10/27/2014,76,52,64
10/28/2014,68,42,55
10/29/2014,50,34,42
10/30/2014,56,30,43
10/31/2014,45,33,39
11/1/2014,48,28,38
11/2/2014,54,23,38.5
11/3/2014,67,41,54
11/4/2014,55,39,47
11/5/2014,62,38,50
11/6/2014,48,37,42.5
11/7/2014,48,28,38
11/8/2014,48,32,40
11/9/2014,55,28,41.5
11/10/2014,64,37,50.5
11/11/2014,52,32,42
11/12/2014,33,22,27.5
11/13/2014,29,19,24
11/14/2014,30,16,23
11/15/2014,36,13,24.5
11/16/2014,33,23,28
11/17/2014,23,11,17
11/18/2014,19,8,13.5
11/19/2014,37,13,25
11/20/2014,33,16,24.5
11/21/2014,36,9,22.5
11/22/2014,57,32,44.5
11/23/2014,53,44,48.5
11/24/2014,52,31,41.5
11/25/2014,31,21,26
11/26/2014,29,18,23.5
11/27/2014,28,13,20.5
11/28/2014,39,14,26.5
11/29/2014,53,31,42
11/30/2014,64,30,47
12/1/2014,31,21,26
12/2/2014,32,23,27.5
12/3/2014,42,27,34.5
12/4/2014,33,25,29
12/5/2014,40,33,36.5
12/6/2014,39,29,34
12/7/2014,36,26,31
12/8/2014,39,30,34.5
12/9/2014,38,30,34
12/10/2014,35,31,33
12/11/2014,32,23,27.5
12/12/2014,37,22,29.5
12/13/2014,50,33,41.5
12/14/2014,47,43,45
12/15/2014,45,42,43.5
12/16/2014,45,26,35.5
12/17/2014,26,21,23.5
12/18/2014,28,23,25.5
12/19/2014,35,20,27.5
12/20/2014,34,24,29
12/21/2014,40,29,34.5
12/22/2014,46,29,37.5
12/23/2014,48,40,44
12/24/2014,43,34,38.5
12/25/2014,45,34,39.5
12/26/2014,54,31,42.5
12/27/2014,48,30,39
12/28/2014,32,22,27
12/29/2014,37,19,28
12/30/2014,26,13,19.5
12/31/2014,23,7,15
1/1/2015,32,15,23.5
1/2/2015,39,21,30
1/3/2015,40,32,36
1/4/2015,34,8,21
1/5/2015,13,1,7
1/6/2015,13,8,10.5
1/7/2015,12,-7,2.5
1/8/2015,24,-8,8
1/9/2015,16,0,8
1/10/2015,23,-7,8
1/11/2015,32,23,27.5
1/12/2015,32,11,21.5
1/13/2015,16,5,10.5
1/14/2015,19,-1,9
1/15/2015,37,9,23
1/16/2015,38,21,29.5
1/17/2015,47,30,38.5
1/18/2015,44,26,35
1/19/2015,44,24,34
1/20/2015,44,29,36.5
1/21/2015,37,28,32.5
1/22/2015,37,31,34
1/23/2015,32,24,28
1/24/2015,46,25,35.5
1/25/2015,37,27,32
1/26/2015,29,23,26
1/27/2015,31,19,25
1/28/2015,37,18,27.5
1/29/2015,41,33,37
1/30/2015,33,22,27.5
1/31/2015,39,22,30.5
2/1/2015,33,16,24.5
2/2/2015,18,10,14
2/3/2015,36,15,25.5
2/4/2015,34,9,21.5
2/5/2015,17,2,9.5
2/6/2015,35,13,24
2/7/2015,50,27,38.5
2/8/2015,55,32,43.5
2/9/2015,32,26,29
2/10/2015,37,26,31.5
2/11/2015,36,21,28.5
2/12/2015,21,10,15.5
2/13/2015,29,6,17.5
2/14/2015,28,4,16
2/15/2015,19,2,10.5
2/16/2015,21,8,14.5
2/17/2015,30,7,18.5
2/18/2015,17,1,9
2/19/2015,10,-4,3
2/20/2015,19,-3,8
2/21/2015,32,17,24.5
2/22/2015,29,6,17.5
2/23/2015,17,-5,6
2/24/2015,29,-16,6.5
2/25/2015,32,11,21.5
2/26/2015,23,10,16.5
2/27/2015,17,-3,7
2/28/2015,24,4,14
3/1/2015,28,17,22.5
3/2/2015,29,14,21.5
3/3/2015,37,24,30.5
3/4/2015,33,15,24
3/5/2015,16,-4,6
3/6/2015,27,-9,9
3/7/2015,41,23,32
3/8/2015,44,23,33.5
3/9/2015,45,30,37.5
3/10/2015,52,33,42.5
3/11/2015,64,32,48
3/12/2015,60,33,46.5
3/13/2015,48,39,43.5
3/14/2015,59,41,50
3/15/2015,65,33,49
3/16/2015,74,42,58
3/17/2015,54,33,43.5
3/18/2015,45,28,36.5
3/19/2015,52,37,44.5
3/20/2015,48,36,42
3/21/2015,61,32,46.5
3/22/2015,53,33,43
3/23/2015,37,29,33
3/24/2015,44,26,35
3/25/2015,48,40,44
3/26/2015,49,33,41
3/27/2015,36,22,29
3/28/2015,40,17,28.5
3/29/2015,49,23,36
3/30/2015,65,34,49.5
3/31/2015,65,41,53
4/1/2015,72,37,54.5
4/2/2015,72,50,61
4/3/2015,56,36,46
4/4/2015,59,28,43.5
4/5/2015,66,36,51
4/6/2015,62,47,54.5
4/7/2015,65,55,60
4/8/2015,75,55,65
4/9/2015,77,51,64
4/10/2015,67,41,54
4/11/2015,62,35,48.5
4/12/2015,66,40,53
4/13/2015,69,54,61.5
4/14/2015,66,51,58.5
4/15/2015,71,47,59
4/16/2015,70,52,61
4/17/2015,76,48,62
4/18/2015,79,53,66
4/19/2015,60,54,57
4/20/2015,56,41,48.5
4/21/2015,62,36,49
4/22/2015,53,35,44
4/23/2015,58,31,44.5
4/24/2015,61,32,46.5
4/25/2015,52,43,47.5
4/26/2015,58,38,48
4/27/2015,60,40,50
4/28/2015,66,39,52.5
4/29/2015,70,41,55.5
4/30/2015,56,40,48
5/1/2015,70,40,55
5/2/2015,76,49,62.5
5/3/2015,81,54,67.5
5/4/2015,80,58,69
5/5/2015,84,60,72
5/6/2015,85,59,72
5/7/2015,85,58,71.5
5/8/2015,83,63,73
5/9/2015,76,62,69
5/10/2015,80,62,71
5/11/2015,72,52,62
5/12/2015,63,47,55
5/13/2015,66,43,54.5
5/14/2015,71,47,59
5/15/2015,83,59,71
5/16/2015,79,64,71.5
5/17/2015,82,64,73
5/18/2015,82,52,67
5/19/2015,62,43,52.5
5/20/2015,51,44,47.5
5/21/2015,66,44,55
5/22/2015,77,48,62.5
5/23/2015,80,56,68
5/24/2015,84,62,73
5/25/2015,82,66,74
5/26/2015,78,65,71.5
5/27/2015,80,61,70.5
5/28/2015,86,55,70.5
5/29/2015,85,65,75
5/30/2015,76,49,62.5
5/31/2015,56,48,52
6/1/2015,68,52,60
6/2/2015,73,51,62
6/3/2015,77,52,64.5
6/4/2015,82,55,68.5
6/5/2015,85,56,70.5
6/6/2015,79,55,67
6/7/2015,89,61,75
6/8/2015,82,64,73
6/9/2015,86,63,74.5
6/10/2015,90,68,79
6/11/2015,89,68,78.5
6/12/2015,87,68,77.5
6/13/2015,87,68,77.5
6/14/2015,84,71,77.5
6/15/2015,88,70,79
6/16/2015,81,65,73
6/17/2015,77,63,70
6/18/2015,84,66,75
6/19/2015,74,63,68.5
6/20/2015,82,67,74.5
6/21/2015,83,67,75
6/22/2015,87,70,78.5
6/23/2015,81,65,73
6/24/2015,75,63,69
6/25/2015,82,65,73.5
6/26/2015,71,64,67.5
6/27/2015,76,58,67
6/28/2015,77,56,66.5
6/29/2015,79,63,71
6/30/2015,82,64,73
7/1/2015,76,61,68.5
7/2/2015,76,58,67
7/3/2015,76,62,69
7/4/2015,80,58,69
7/5/2015,83,59,71
7/6/2015,88,62,75
7/7/2015,75,56,65.5
7/8/2015,71,56,63.5
7/9/2015,67,60,63.5
7/10/2015,78,62,70
7/11/2015,81,61,71
7/12/2015,86,70,78
7/13/2015,91,71,81
7/14/2015,87,64,75.5
7/15/2015,80,60,70
7/16/2015,83,65,74
7/17/2015,90,72,81
7/18/2015,91,70,80.5
7/19/2015,85,70,77.5
7/20/2015,85,68,76.5
7/21/2015,82,64,73
7/22/2015,82,59,70.5
7/23/2015,83,62,72.5
7/24/2015,84,62,73
7/25/2015,87,65,76
7/26/2015,84,70,77
7/27/2015,86,68,77
7/28/2015,92,71,81.5
7/29/2015,87,68,77.5
7/30/2015,86,63,74.5
7/31/2015,88,66,77
8/1/2015,84,63,73.5
8/2/2015,90,65,77.5
8/3/2015,85,65,75
8/4/2015,81,58,69.5
8/5/2015,83,62,72.5
8/6/2015,82,62,72
8/7/2015,83,58,70.5
8/8/2015,86,63,74.5
8/9/2015,83,70,76.5
8/10/2015,84,70,77
8/11/2015,83,64,73.5
8/12/2015,82,60,71
8/13/2015,84,60,72
8/14/2015,87,65,76
8/15/2015,90,67,78.5
8/16/2015,89,67,78
8/17/2015,88,65,76.5
8/18/2015,86,67,76.5
8/19/2015,78,58,68
8/20/2015,77,54,65.5
8/21/2015,82,53,67.5
8/22/2015,80,56,68
8/23/2015,77,58,67.5
8/24/2015,76,53,64.5
8/25/2015,74,52,63
8/26/2015,71,57,64
8/27/2015,78,53,65.5
8/28/2015,80,57,68.5
8/29/2015,81,63,72
8/30/2015,86,63,74.5
8/31/2015,88,65,76.5
9/1/2015,87,67,77
9/2/2015,91,68,79.5
9/3/2015,92,67,79.5
9/4/2015,93,67,80
9/5/2015,90,66,78
9/6/2015,94,67,80.5
9/7/2015,93,67,80
9/8/2015,89,68,78.5
9/9/2015,79,64,71.5
9/10/2015,84,58,71
9/11/2015,71,55,63
9/12/2015,65,49,57
9/13/2015,72,46,59
9/14/2015,81,47,64
9/15/2015,83,54,68.5
9/16/2015,84,52,68
9/17/2015,85,56,70.5
9/18/2015,82,68,75
9/19/2015,71,52,61.5
9/20/2015,73,48,60.5
9/21/2015,77,50,63.5
9/22/2015,81,50,65.5
9/23/2015,85,55,70
9/24/2015,83,56,69.5
9/25/2015,83,56,69.5
9/26/2015,80,58,69
9/27/2015,77,60,68.5
9/28/2015,81,61,71
9/29/2015,72,58,65
9/30/2015,69,50,59.5
10/1/2015,66,45,55.5
10/2/2015,66,45,55.5
10/3/2015,59,47,53
10/4/2015,70,47,58.5
10/5/2015,72,52,62
10/6/2015,74,54,64
10/7/2015,80,50,65
10/8/2015,79,53,66
10/9/2015,64,48,56
10/10/2015,70,43,56.5
10/11/2015,79,43,61
10/12/2015,77,54,65.5
10/13/2015,67,47,57
10/14/2015,68,43,55.5
10/15/2015,74,37,55.5
10/16/2015,60,39,49.5
10/17/2015,53,31,42
10/18/2015,62,31,46.5
10/19/2015,71,36,53.5
10/20/2015,78,50,64
10/21/2015,81,53,67
10/22/2015,78,54,66
10/23/2015,71,51,61
10/24/2015,71,51,61
10/25/2015,64,45,54.5
10/26/2015,67,42,54.5
10/27/2015,55,46,50.5
10/28/2015,57,38,47.5
10/29/2015,45,34,39.5
10/30/2015,56,39,47.5
10/31/2015,56,44,50
11/1/2015,69,43,56
11/2/2015,72,40,56
11/3/2015,65,43,54
11/4/2015,73,45,59
11/5/2015,71,55,63
11/6/2015,64,41,52.5
11/7/2015,56,36,46
11/8/2015,55,31,43
11/9/2015,57,35,46
11/10/2015,58,31,44.5
11/11/2015,64,36,50
11/12/2015,58,42,50
11/13/2015,51,29,40
11/14/2015,64,23,43.5
11/15/2015,67,32,49.5
11/16/2015,50,40,45
11/17/2015,61,48,54.5
11/18/2015,61,43,52
11/19/2015,48,31,39.5
11/20/2015,49,27,38
11/21/2015,42,18,30
11/22/2015,28,13,20.5
11/23/2015,44,25,34.5
11/24/2015,52,27,39.5
11/25/2015,55,32,43.5
11/26/2015,65,50,57.5
11/27/2015,58,39,48.5
11/28/2015,40,36,38
11/29/2015,40,34,37
11/30/2015,45,35,40
12/1/2015,46,32,39
12/2/2015,37,30,33.5
12/3/2015,34,26,30
12/4/2015,40,29,34.5
12/5/2015,38,27,32.5
12/6/2015,50,27,38.5
12/7/2015,40,30,35
12/8/2015,52,38,45
12/9/2015,54,36,45
12/10/2015,57,36,46.5
12/11/2015,57,34,45.5
12/12/2015,66,54,60
12/13/2015,61,57,59
12/14/2015,62,40,51
12/15/2015,41,37,39
12/16/2015,58,33,45.5
12/17/2015,35,28,31.5
12/18/2015,35,24,29.5
12/19/2015,35,18,26.5
12/20/2015,49,24,36.5
12/21/2015,59,40,49.5
12/22/2015,46,35,40.5
12/23/2015,61,41,51
12/24/2015,47,31,39
12/25/2015,48,37,42.5
12/26/2015,53,37,45
12/27/2015,47,36,41.5
12/28/2015,46,33,39.5
12/29/2015,39,29,34
12/30/2015,31,28,29.5
12/31/2015,30,24,27
1/1/2016,30,22,26
1/2/2016,37,24,30.5
1/3/2016,32,23,27.5
1/4/2016,34,22,28
1/5/2016,37,18,27.5
1/6/2016,41,21,31
1/7/2016,49,32,40.5
1/8/2016,46,38,42
1/9/2016,43,22,32.5
1/10/2016,22,8,15
1/11/2016,31,8,19.5
1/12/2016,31,7,19
1/13/2016,31,5,18
1/14/2016,53,23,38
1/15/2016,43,28,35.5
1/16/2016,31,22,26.5
1/17/2016,22,1,11.5
1/18/2016,9,-2,3.5
1/19/2016,18,3,10.5
1/20/2016,21,7,14
1/21/2016,26,7,16.5
1/22/2016,28,18,23
1/23/2016,31,8,19.5
1/24/2016,37,7,22
1/25/2016,43,24,33.5
1/26/2016,33,28,30.5
1/27/2016,35,26,30.5
1/28/2016,46,29,37.5
1/29/2016,40,28,34
1/30/2016,54,33,43.5
1/31/2016,61,35,48
2/1/2016,50,34,42
2/2/2016,57,32,44.5
2/3/2016,48,27,37.5
2/4/2016,33,21,27
2/5/2016,32,23,27.5
2/6/2016,48,21,34.5
2/7/2016,50,33,41.5
2/8/2016,35,18,26.5
2/9/2016,18,13,15.5
2/10/2016,20,7,13.5
2/11/2016,24,11,17.5
2/12/2016,27,12,19.5
2/13/2016,20,5,12.5
2/14/2016,20,14,17
2/15/2016,30,20,25
2/16/2016,38,18,28
2/17/2016,35,27,31
2/18/2016,46,27,36.5
2/19/2016,65,38,51.5
2/20/2016,71,36,53.5
2/21/2016,52,34,43
2/22/2016,47,31,39
2/23/2016,49,29,39
2/24/2016,36,31,33.5
2/25/2016,37,31,34
2/26/2016,35,26,30.5
2/27/2016,53,23,38
2/28/2016,67,39,53
2/29/2016,58,29,43.5
3/1/2016,49,25,37
3/2/2016,39,18,28.5
3/3/2016,40,31,35.5
3/4/2016,42,27,34.5
3/5/2016,45,34,39.5
3/6/2016,55,28,41.5
3/7/2016,65,43,54
3/8/2016,71,52,61.5
3/9/2016,67,55,61
3/10/2016,56,43,49.5
3/11/2016,58,38,48
3/12/2016,58,44,51
3/13/2016,64,52,58
3/14/2016,58,45,51.5
3/15/2016,73,45,59
3/16/2016,62,43,52.5
3/17/2016,62,36,49
3/18/2016,51,36,43.5
3/19/2016,48,35,41.5
3/20/2016,45,34,39.5
3/21/2016,53,29,41
3/22/2016,67,37,52
3/23/2016,67,53,60
3/24/2016,62,31,46.5
3/25/2016,47,30,38.5
3/26/2016,62,31,46.5
3/27/2016,69,39,54
3/28/2016,54,37,45.5
3/29/2016,60,35,47.5
3/30/2016,59,37,48
3/31/2016,71,44,57.5
4/1/2016,53,38,45.5
4/2/2016,50,31,40.5
4/3/2016,67,26,46.5
4/4/2016,57,30,43.5
4/5/2016,52,26,39
4/6/2016,52,44,48
4/7/2016,46,36,41
4/8/2016,45,31,38
4/9/2016,42,25,33.5
4/10/2016,52,34,43
4/11/2016,52,37,44.5
4/12/2016,53,34,43.5
4/13/2016,62,33,47.5
4/14/2016,69,38,53.5
4/15/2016,76,43,59.5
4/16/2016,79,52,65.5
4/17/2016,81,52,66.5
4/18/2016,82,51,66.5
4/19/2016,80,53,66.5
4/20/2016,72,52,62
4/21/2016,71,52,61.5
4/22/2016,68,43,55.5
4/23/2016,69,40,54.5
4/24/2016,78,41,59.5
4/25/2016,81,55,68
4/26/2016,78,50,64
4/27/2016,60,50,55
4/28/2016,69,50,59.5
4/29/2016,60,45,52.5
4/30/2016,61,48,54.5
5/1/2016,67,49,58
5/2/2016,57,47,52
5/3/2016,66,44,55
5/4/2016,58,44,51
5/5/2016,67,40,53.5
5/6/2016,79,44,61.5
5/7/2016,76,52,64
5/8/2016,65,48,56.5
5/9/2016,71,52,61.5
5/10/2016,72,57,64.5
5/11/2016,79,55,67
5/12/2016,70,52,61
5/13/2016,71,46,58.5
5/14/2016,53,40,46.5
5/15/2016,57,39,48
5/16/2016,66,40,53
5/17/2016,60,48,54
5/18/2016,69,43,56
5/19/2016,73,47,60
5/20/2016,68,52,60
5/21/2016,76,53,64.5
5/22/2016,84,47,65.5
5/23/2016,82,52,67
5/24/2016,85,53,69
5/25/2016,85,60,72.5
5/26/2016,82,62,72
5/27/2016,81,63,72
5/28/2016,82,66,74
5/29/2016,84,61,72.5
5/30/2016,88,61,74.5
5/31/2016,85,63,74
6/1/2016,81,65,73
6/2/2016,82,63,72.5
6/3/2016,84,60,72
6/4/2016,74,61,67.5
6/5/2016,79,61,70
6/6/2016,85,60,72.5
6/7/2016,74,58,66
6/8/2016,78,51,64.5
6/9/2016,85,55,70
6/10/2016,92,69,80.5
6/11/2016,91,71,81
6/12/2016,89,64,76.5
6/13/2016,92,59,75.5
6/14/2016,87,70,78.5
6/15/2016,92,71,81.5
6/16/2016,83,64,73.5
6/17/2016,86,62,74
6/18/2016,87,60,73.5
6/19/2016,90,66,78
6/20/2016,91,70,80.5
6/21/2016,84,67,75.5
6/22/2016,85,62,73.5
6/23/2016,89,70,79.5
6/24/2016,84,65,74.5
6/25/2016,92,66,79
6/26/2016,92,69,80.5
6/27/2016,90,68,79
6/28/2016,77,54,65.5
6/29/2016,78,51,64.5
6/30/2016,79,54,66.5
7/1/2016,77,59,68
7/2/2016,66,53,59.5
7/3/2016,65,57,61
7/4/2016,76,63,69.5
7/5/2016,86,70,78
7/6/2016,84,67,75.5
7/7/2016,85,66,75.5
7/8/2016,88,67,77.5
7/9/2016,81,62,71.5
7/10/2016,84,59,71.5
7/11/2016,88,65,76.5
7/12/2016,90,68,79
7/13/2016,89,67,78
7/14/2016,87,66,76.5
7/15/2016,82,65,73.5
7/16/2016,80,63,71.5
7/17/2016,87,62,74.5
7/18/2016,86,71,78.5
7/19/2016,88,67,77.5
7/20/2016,89,70,79.5
7/21/2016,92,71,81.5
7/22/2016,88,70,79
7/23/2016,90,71,80.5
7/24/2016,93,67,80
7/25/2016,85,69,77
7/26/2016,85,68,76.5
7/27/2016,86,66,76
7/28/2016,86,70,78
7/29/2016,84,68,76
7/30/2016,82,65,73.5
7/31/2016,83,65,74
8/1/2016,86,67,76.5
8/2/2016,85,67,76
8/3/2016,88,69,78.5
8/4/2016,90,69,79.5
8/5/2016,84,71,77.5
8/6/2016,84,67,75.5
8/7/2016,83,64,73.5
8/8/2016,85,66,75.5
8/9/2016,88,67,77.5
8/10/2016,90,68,79
8/11/2016,93,71,82
8/12/2016,88,72,80
8/13/2016,80,69,74.5
8/14/2016,78,65,71.5
8/15/2016,76,68,72
8/16/2016,84,70,77
8/17/2016,86,69,77.5
8/18/2016,87,66,76.5
8/19/2016,84,66,75
8/20/2016,81,64,72.5
8/21/2016,77,58,67.5
8/22/2016,81,56,68.5
8/23/2016,82,57,69.5
8/24/2016,87,67,77
8/25/2016,86,67,76.5
8/26/2016,87,69,78
8/27/2016,89,69,79
8/28/2016,90,69,79.5
8/29/2016,90,68,79
8/30/2016,86,70,78
8/31/2016,84,63,73.5
9/1/2016,78,60,69
9/2/2016,78,57,67.5
9/3/2016,80,56,68
9/4/2016,83,58,70.5
9/5/2016,92,64,78
9/6/2016,92,68,80
9/7/2016,92,71,81.5
9/8/2016,80,69,74.5
9/9/2016,80,67,73.5
9/10/2016,76,56,66
9/11/2016,79,52,65.5
9/12/2016,81,53,67
9/13/2016,87,56,71.5
9/14/2016,82,66,74
9/15/2016,84,63,73.5
9/16/2016,79,64,71.5
9/17/2016,82,64,73
9/18/2016,85,60,72.5
9/19/2016,88,55,71.5
9/20/2016,91,61,76
9/21/2016,90,62,76
9/22/2016,91,60,75.5
9/23/2016,90,62,76
9/24/2016,89,65,77
9/25/2016,91,65,78
9/26/2016,72,52,62
9/27/2016,76,50,63
9/28/2016,61,53,57
9/29/2016,71,54,62.5
9/30/2016,69,58,63.5
10/1/2016,71,58,64.5
10/2/2016,71,54,62.5
10/3/2016,73,55,64
10/4/2016,81,56,68.5
10/5/2016,82,60,71
10/6/2016,85,62,73.5
10/7/2016,74,50,62
10/8/2016,69,45,57
10/9/2016,76,43,59.5
10/10/2016,79,45,62
10/11/2016,81,50,65.5
10/12/2016,71,48,59.5
10/13/2016,61,41,51
10/14/2016,71,41,56
10/15/2016,77,54,65.5
10/16/2016,71,63,67
10/17/2016,85,64,74.5
10/18/2016,80,62,71
10/19/2016,68,52,60
10/20/2016,61,47,54
10/21/2016,58,40,49
10/22/2016,63,34,48.5
10/23/2016,75,41,58
10/24/2016,63,42,52.5
10/25/2016,61,40,50.5
10/26/2016,65,47,56
10/27/2016,53,43,48
10/28/2016,70,40,55
10/29/2016,81,61,71
10/30/2016,66,45,55.5
10/31/2016,68,43,55.5
11/1/2016,79,57,68
11/2/2016,76,57,66.5
11/3/2016,65,52,58.5
11/4/2016,62,42,52
11/5/2016,64,39,51.5
11/6/2016,68,40,54
11/7/2016,71,40,55.5
11/8/2016,56,46,51
11/9/2016,55,36,45.5
11/10/2016,60,33,46.5
11/11/2016,57,37,47
11/12/2016,53,30,41.5
11/13/2016,57,25,41
11/14/2016,64,32,48
11/15/2016,60,39,49.5
11/16/2016,65,35,50
11/17/2016,74,42,58
11/18/2016,69,39,54
11/19/2016,39,28,33.5
11/20/2016,37,23,30
11/21/2016,42,21,31.5
11/22/2016,48,31,39.5
11/23/2016,47,38,42.5
11/24/2016,42,37,39.5
11/25/2016,40,37,38.5
11/26/2016,49,31,40
11/27/2016,43,29,36
11/28/2016,50,41,45.5
11/29/2016,59,42,50.5
11/30/2016,46,30,38
12/1/2016,39,35,37
12/2/2016,40,35,37.5
12/3/2016,38,30,34
12/4/2016,34,31,32.5
12/5/2016,39,31,35
12/6/2016,38,29,33.5
12/7/2016,36,23,29.5
12/8/2016,23,18,20.5
12/9/2016,27,20,23.5
12/10/2016,28,20,24
12/11/2016,36,25,30.5
12/12/2016,35,22,28.5
12/13/2016,29,10,19.5
12/14/2016,26,4,15
12/15/2016,17,5,11
12/16/2016,27,14,20.5
12/17/2016,31,17,24
12/18/2016,17,-2,7.5
12/19/2016,20,-4,8
12/20/2016,34,10,22
12/21/2016,43,16,29.5
12/22/2016,43,28,35.5
12/23/2016,36,27,31.5
12/24/2016,45,35,40
12/25/2016,47,34,40.5
12/26/2016,58,32,45
12/27/2016,39,25,32
12/28/2016,45,24,34.5
12/29/2016,41,31,36
12/30/2016,38,25,31.5
12/31/2016,48,23,35.5
1/1/2017,43,19,31
1/2/2017,47,33,40
1/3/2017,45,21,33
1/4/2017,22,13,17.5
1/5/2017,15,7,11
1/6/2017,11,-2,4.5
1/7/2017,20,-3,8.5
1/8/2017,19,1,10
1/9/2017,36,18,27
1/10/2017,53,29,41
1/11/2017,59,25,42
1/12/2017,46,23,34.5
1/13/2017,31,20,25.5
1/14/2017,31,28,29.5
1/15/2017,34,28,31
1/16/2017,52,32,42
1/17/2017,54,35,44.5
1/18/2017,41,32,36.5
1/19/2017,43,31,37
1/20/2017,51,42,46.5
1/21/2017,64,41,52.5
1/22/2017,53,40,46.5
1/23/2017,40,37,38.5
1/24/2017,41,34,37.5
1/25/2017,51,34,42.5
1/26/2017,34,30,32
1/27/2017,30,22,26
1/28/2017,37,22,29.5
1/29/2017,29,22,25.5
1/30/2017,42,11,26.5
1/31/2017,44,34,39
2/1/2017,42,26,34
2/2/2017,30,18,24
2/3/2017,31,15,23
2/4/2017,37,11,24
2/5/2017,46,26,36
2/6/2017,47,25,36
2/7/2017,62,32,47
2/8/2017,33,16,24.5
2/9/2017,20,9,14.5
2/10/2017,50,13,31.5
2/11/2017,67,39,53
2/12/2017,52,33,42.5
2/13/2017,46,24,35
2/14/2017,53,31,42
2/15/2017,43,27,35
2/16/2017,52,24,38
2/17/2017,70,37,53.5
2/18/2017,70,40,55
2/19/2017,68,44,56
2/20/2017,71,43,57
2/21/2017,62,48,55
2/22/2017,70,43,56.5
2/23/2017,60,44,52
2/24/2017,68,37,52.5
2/25/2017,37,23,30
2/26/2017,49,16,32.5
2/27/2017,59,31,45
2/28/2017,63,45,54
