Date, MaxTemperature, MinTemperature, AvgTemperature
11/21/2019,58,39,48.5
11/22/2019,40,29,34.5
11/23/2019,40,29,34.5
11/24/2019,53,30,41.5
11/25/2019,60,31,45.5
11/26/2019,55,32,43.5
11/27/2019,55,33,44
11/28/2019,36,32,34
11/29/2019,40,34,37
11/30/2019,49,37,43
12/1/2019,46,31,38.5
12/2/2019,34,29,31.5
12/3/2019,40,28,34
12/4/2019,49,32,40.5
12/5/2019,54,25,39.5
12/6/2019,46,26,36
12/7/2019,44,20,32
12/8/2019,52,26,39
12/9/2019,50,21,35.5
12/10/2019,27,16,21.5
12/11/2019,33,17,25
12/12/2019,44,21,32.5
12/13/2019,47,28,37.5
12/14/2019,37,24,30.5
12/15/2019,25,17,21
12/16/2019,30,25,27.5
12/17/2019,28,17,22.5
12/18/2019,24,5,14.5
12/19/2019,35,4,19.5
12/20/2019,39,17,28
12/21/2019,44,22,33
12/22/2019,51,23,37
12/23/2019,56,28,42
12/24/2019,56,27,41.5
12/25/2019,63,33,48
12/26/2019,64,44,54
12/27/2019,46,33,39.5
12/28/2019,56,32,44
12/29/2019,59,40,49.5
12/30/2019,40,31,35.5
12/31/2019,34,30,32
1/1/2020,48,25,36.5
1/2/2020,51,33,42
1/3/2020,42,34,38
1/4/2020,34,24,29
1/5/2020,48,22,35
1/6/2020,44,23,33.5
1/7/2020,44,24,34
1/8/2020,31,20,25.5
1/9/2020,51,24,37.5
1/10/2020,58,44,51
1/11/2020,57,27,42
1/12/2020,33,25,29
1/13/2020,37,30,33.5
1/14/2020,42,30,36
1/15/2020,45,29,37
1/16/2020,29,17,23
1/17/2020,31,18,24.5
1/18/2020,41,10,25.5
1/19/2020,12,4,8
1/20/2020,24,11,17.5
1/21/2020,33,13,23
1/22/2020,33,22,27.5
1/23/2020,36,30,33
1/24/2020,37,32,34.5
1/25/2020,32,31,31.5
1/26/2020,39,26,32.5
1/27/2020,30,27,28.5
1/28/2020,31,28,29.5
1/29/2020,33,29,31
1/30/2020,36,30,33
1/31/2020,39,30,34.5
2/1/2020,38,32,35
2/2/2020,61,33,47
2/3/2020,66,33,49.5
2/4/2020,51,31,41
2/5/2020,32,25,28.5
2/6/2020,28,24,26
2/7/2020,35,24,29.5
2/8/2020,33,24,28.5
2/9/2020,38,20,29
2/10/2020,35,27,31
2/11/2020,40,28,34
2/12/2020,35,26,30.5
2/13/2020,31,1,16
2/14/2020,11,-5,3
2/15/2020,36,1,18.5
2/16/2020,42,22,32
2/17/2020,43,30,36.5
2/18/2020,44,28,36
2/19/2020,35,21,28
2/20/2020,26,16,21
2/21/2020,36,11,23.5
2/22/2020,49,21,35
2/23/2020,57,29,43
